"drug_name"	"drugbank_id"	"ind_name"	"ind_id"	"nct"	"status"	"phase"	"detailedstatus"	"drug_obo_id"	"drug_rxnorm_id"	"ind_obo_id"	"ind_meddra_pt"	"ind_snomed_id"
	DB00699	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_31902	"7398"	HP:0100753	"10039626"	"58214004"
oxypertine	DB13403	Schizophrenia	C0036341		Approved			CHEBI_31952		HP:0100753	"10039626"	"58214004"
modafinil	DB00745	Schizophrenia	C0036341	NCT00838227	Withdrawn	Phase 2	No source of funding to implement the study.	CHEBI_77585	"30125"	HP:0100753	"10039626"	"58214004"
lorazepam	DB00186	Schizophrenia	C0036341	NCT00364429	Terminated	Phase 1	terminated	CHEBI_6539	"6470"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341	NCT00440843	Withdrawn	Phase 3		CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
	DB00734	Schizophrenia	C0036341	NCT00364429	Terminated	Phase 1	terminated	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
lisdexamfetamine	DB01255	Schizophrenia	C0036341	NCT01760889	Terminated	Phase 3	Study was discontinued due to non-safety related business prioritization decisions. No subjects were randomized	CHEBI_135925	"700810"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT00852631	Terminated	Phase 3	The study was prematurely terminated due to insufficient recruitment.	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
thiothixene	DB01623	Schizophrenia	C0036341		Approved			CHEBI_9571	"10510"	HP:0100753	"10039626"	"58214004"
papaverine	DB01113	Schizophrenia	C0036341	NCT01813955	Terminated	Early Phase 1	Patient recruitment insufficient	CHEBI_28241	"7895"	HP:0100753	"10039626"	"58214004"
	DB00502	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_5613	"5093"	HP:0100753	"10039626"	"58214004"
	DB00674	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_42944	"4637"	HP:0100753	"10039626"	"58214004"
oxytocin	DB00107	Schizophrenia	C0036341	NCT01712646	Terminated	Phase 1/Phase 2		CHEBI_7872	"7824"	HP:0100753	"10039626"	"58214004"
bexarotene	DB00307	Schizophrenia	C0036341	NCT00534898	Withdrawn	Phase 3	The study withdrawn due to lack financial support	CHEBI_50859	"233272"	HP:0100753	"10039626"	"58214004"
donepezil	DB00843	Schizophrenia	C0036341	NCT00206947	Terminated	Phase 2	No more funding	CHEBI_145499	"135447"	HP:0100753	"10039626"	"58214004"
	DB00996	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_42797	"25480"	HP:0100753	"10039626"	"58214004"
	DB01238	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
vorinostat	DB02546	Schizophrenia	C0036341	NCT03263533	Withdrawn	Early Phase 1	PIs were unable to recruit any participants	CHEBI_45716	"194337"	HP:0100753	"10039626"	"58214004"
dronabinol	DB00470	Schizophrenia	C0036341	NCT01832766	Terminated	Phase 1/Phase 2	Unable to find subjects with schizophrenia that were using only cannabis	CHEBI_66964	"10402"	HP:0100753	"10039626"	"58214004"
	DB01104	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_9123	"36437"	HP:0100753	"10039626"	"58214004"
paliperidone palmitate	DB01267	Schizophrenia	C0036341		Approved			CHEBI_83804	"679314"	HP:0100753	"10039626"	"58214004"
risperidone	DB00734	Schizophrenia	C0036341	NCT00768612	Withdrawn	Phase 2		CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
ondansetron	DB00904	Schizophrenia	C0036341	NCT02614586	Terminated	Phase 1		CHEBI_7773	"26225"	HP:0100753	"10039626"	"58214004"
	DB01043	Schizophrenia	C0036341	NCT02234752	Terminated	Phase 2	Funding no longer available and PI no longer working at the institution	CHEBI_64312	"6719"	HP:0100753	"10039626"	"58214004"
	DB00176	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_5138	"42355"	HP:0100753	"10039626"	"58214004"
	DB00273	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_63631	"38404"	HP:0100753	"10039626"	"58214004"
galantamine	DB00674	Schizophrenia	C0036341	NCT02234752	Terminated	Phase 2	Funding no longer available and PI no longer working at the institution	CHEBI_42944	"4637"	HP:0100753	"10039626"	"58214004"
blonanserin	DB09223	Schizophrenia	C0036341		Approved			CHEBI_31296		HP:0100753	"10039626"	"58214004"
rimonabant	DB06155	Schizophrenia	C0036341	NCT00547118	Terminated	Phase 2	Withdrawn due to medication withdrawal from the EMEA	CHEBI_34967		HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT00658645	Terminated	Phase 3	Interim analysis showed inadequate efficacy of bifeprunox	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
sertindole	DB06144	Schizophrenia	C0036341		Approved			CHEBI_9122	"41996"	HP:0100753	"10039626"	"58214004"
aripiprazole	DB01238	Schizophrenia	C0036341		Approved			CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
atomoxetine	DB00289	Schizophrenia	C0036341	NCT00216281	Terminated	Phase 3		CHEBI_127342	"38400"	HP:0100753	"10039626"	"58214004"
	DB00363	Schizophrenia	C0036341	NCT00216281	Terminated	Phase 3		CHEBI_3766	"2626"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341	NCT00211562	Terminated	Phase 3		CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
	DB00163	Schizophrenia	C0036341	NCT00211562	Terminated	Phase 3		CHEBI_18145	"11256|237099"	HP:0100753	"10039626"	"58214004"
	DB04842	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_93369	"4507"	HP:0100753	"10039626"	"58214004"
paliperidone	DB01267	Schizophrenia	C0036341		Approved			CHEBI_83804	"679314"	HP:0100753	"10039626"	"58214004"
	DB12710	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_59118	"8042"	HP:0100753	"10039626"	"58214004"
oxytocin	DB00107	Schizophrenia	C0036341	NCT02149823	Terminated	Phase 1	All study proceedings stopped prematurely due to Covid-19 restrictions for intranasal formulations	CHEBI_7872	"7824"	HP:0100753	"10039626"	"58214004"
trifluoperazine	DB00831	Schizophrenia	C0036341		Approved			CHEBI_45951	"10800"	HP:0100753	"10039626"	"58214004"
lumateperone	DB06077	Schizophrenia	C0036341		Approved				"2275602"	HP:0100753	"10039626"	"58214004"
risperidone	DB00734	Schizophrenia	C0036341	NCT02758067	Withdrawn	Phase 3	This study was withdrawn for administrative reasons. There were no safety concerns.	CHEBI_8871	"35636"	HP:0100753	"10039626"	"58214004"
haloperidol	DB00502	Schizophrenia	C0036341		Approved			CHEBI_5613	"5093"	HP:0100753	"10039626"	"58214004"
atomoxetine	DB00289	Schizophrenia	C0036341	NCT00548327	Terminated	Phase 2	The scientific director decided to terminate: low priority study with slow accrual	CHEBI_127342	"38400"	HP:0100753	"10039626"	"58214004"
	DB01100	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_8212	"8331"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT00704509	Terminated	Phase 3	Interim analysis showed inadequate efficacy of bifeprunox	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
aripiprazole	DB01238	Schizophrenia	C0036341	NCT01981811	Withdrawn	Phase 2	The trial was terminated because it was determined that the usability of the MIND1 System in the intended population was necessary before conducting this trial.	CHEBI_31236	"89013"	HP:0100753	"10039626"	"58214004"
olanzapine	DB00334	Schizophrenia	C0036341	NCT04518319	Suspended	Phase 2	The COVID-19 affects the recruitment of patients.	CHEBI_7735	"61381"	HP:0100753	"10039626"	"58214004"
mesoridazine	DB00933	Schizophrenia	C0036341		Approved			CHEBI_6780	"6779"	HP:0100753	"10039626"	"58214004"
quetiapine	DB01224	Schizophrenia	C0036341	NCT01071135	Terminated	Phase 3	Planned number of 30 subjects could not be recruited during recruitment phase.	CHEBI_8707	"51272"	HP:0100753	"10039626"	"58214004"
	DB01171	Schizophrenia	C0036341	NCT02374567	Terminated	Phase 3		CHEBI_83531	"30121"	HP:0100753	"10039626"	"58214004"
pyrithione	DB06815	Seborrheic dermatitis	C0036508		Approved			CHEBI_36584	"35100"	MONDO_0006608	"10039793"	"50563003"
prednicarbate	DB00860	Seborrheic dermatitis	C0036508		Approved			CHEBI_8378	"8638"	MONDO_0006608	"10039793"	"50563003"
prednicarbate	DB01130	Seborrheic dermatitis	C0036508		Approved			CHEBI_135791	"34369"	MONDO_0006608	"10039793"	"50563003"
diflorasone diacetate	DB00223	Seborrheic dermatitis	C0036508		Approved			CHEBI_59750	"91311"	MONDO_0006608	"10039793"	"50563003"
fluticasone propionate	DB13867	Seborrheic dermatitis	C0036508		Approved			CHEBI_5134	"41126"	MONDO_0006608	"10039793"	"50563003"
alclometasone dipropionate	DB00240	Seborrheic dermatitis	C0036508		Approved			CHEBI_53776	"108088"	MONDO_0006608	"10039793"	"50563003"
fluticasone propionate	DB00588	Seborrheic dermatitis	C0036508		Approved			CHEBI_31441	"50121"	MONDO_0006608	"10039793"	"50563003"
betamethasone valerate	DB00443	Seborrheic dermatitis	C0036508		Approved			CHEBI_3077	"1514"	MONDO_0006608	"10039793"	"50563003"
fluocinolone acetonide	DB12553	Seborrheic dermatitis	C0036508		Approved			CHEBI_5108	"25126"	MONDO_0006608	"10039793"	"50563003"
halcinonide	DB06786	Seborrheic dermatitis	C0036508		Approved			CHEBI_31663	"5084"	MONDO_0006608	"10039793"	"50563003"
betamethasone dipropionate	DB00443	Seborrheic dermatitis	C0036508		Approved			CHEBI_3077	"1514"	MONDO_0006608	"10039793"	"50563003"
salicylic acid	DB13860	Seborrheic dermatitis	C0036508		Approved			CHEBI_16914		MONDO_0006608	"10039793"	"50563003"
salicylic acid	DB14006	Seborrheic dermatitis	C0036508		Approved			CHEBI_16914	"20974"	MONDO_0006608	"10039793"	"50563003"
triamcinolone acetonide	DB00620	Seborrheic dermatitis	C0036508		Approved			CHEBI_9667	"10759"	MONDO_0006608	"10039793"	"50563003"
carbamide	DB03904	Seborrheic dermatitis	C0036508		Approved			CHEBI_16199	"11002"	MONDO_0006608	"10039793"	"50563003"
salicylic acid	DB00936	Seborrheic dermatitis	C0036508		Approved			CHEBI_16914	"9525"	MONDO_0006608	"10039793"	"50563003"
clobetasol propionate	DB11750	Seborrheic dermatitis	C0036508		Approved			CHEBI_205919	"2590"	MONDO_0006608	"10039793"	"50563003"
fluocinonide	DB01047	Seborrheic dermatitis	C0036508		Approved			CHEBI_5109	"4462"	MONDO_0006608	"10039793"	"50563003"
clobetasol propionate	DB01013	Seborrheic dermatitis	C0036508		Approved			CHEBI_31414	"21245"	MONDO_0006608	"10039793"	"50563003"
flumetasone	DB00663	Seborrheic dermatitis	C0036508		Approved			CHEBI_34764	"4458"	MONDO_0006608	"10039793"	"50563003"
ulobetasol propionate	DB00596	Seborrheic dermatitis	C0036508		Approved			CHEBI_135782	"41208"	MONDO_0006608	"10039793"	"50563003"
betamethasone	DB00443	Seborrheic dermatitis	C0036508		Approved			CHEBI_3077	"1514"	MONDO_0006608	"10039793"	"50563003"
fluocinonide	DB12553	Seborrheic dermatitis	C0036508		Approved			CHEBI_5108	"25126"	MONDO_0006608	"10039793"	"50563003"
desoximetasone	DB00547	Seborrheic dermatitis	C0036508		Approved			CHEBI_691037	"3255"	MONDO_0006608	"10039793"	"50563003"
hydrocortisone	DB00741	Seborrheic dermatitis	C0036508		Approved			CHEBI_17650	"5492"	MONDO_0006608	"10039793"	"50563003"
clocortolone pivalate	DB00838	Seborrheic dermatitis	C0036508		Approved			CHEBI_59582	"21249"	MONDO_0006608	"10039793"	"50563003"
climbazole	DB15580	Seborrheic dermatitis	C0036508		Approved			CHEBI_83719		MONDO_0006608	"10039793"	"50563003"
fluocinolone acetonide	DB00591	Seborrheic dermatitis	C0036508		Approved			CHEBI_31623	"4461"	MONDO_0006608	"10039793"	"50563003"
sulfacetamide	DB00634	Seborrheic dermatitis	C0036508		Approved			CHEBI_63845	"10169"	MONDO_0006608	"10039793"	"50563003"
ammonia	DB11118	Seborrheic dermatitis	C0036508		Approved			CHEBI_16134	"1299884"	MONDO_0006608	"10039793"	"50563003"
amcinonide	DB00288	Seborrheic dermatitis	C0036508		Approved			CHEBI_31199	"17652"	MONDO_0006608	"10039793"	"50563003"
ketoconazole	DB01026	Seborrheic dermatitis	C0036508		Approved			CHEBI_48339	"6135"	MONDO_0006608	"10039793"	"50563003"
ciclopirox	DB01188	Seborrheic dermatitis	C0036508		Approved			CHEBI_453011	"21090"	MONDO_0006608	"10039793"	"50563003"
benzoyl peroxide	DB09096	Seborrheic dermatitis	C0036508		Approved			CHEBI_82405	"1418"	MONDO_0006608	"10039793"	"50563003"
betamethasone benzoate	DB00443	Seborrheic dermatitis	C0036508		Approved			CHEBI_3077	"1514"	MONDO_0006608	"10039793"	"50563003"
desonide	DB01260	Seborrheic dermatitis	C0036508		Approved			CHEBI_204734	"3254"	MONDO_0006608	"10039793"	"50563003"
selenium sulfide	DB00971	Seborrheic dermatitis	C0036508		Approved			CHEBI_135934	"36345"	MONDO_0006608	"10039793"	"50563003"
dexamethasone	DB01234	Seborrheic dermatitis	C0036508		Approved			CHEBI_41879	"3264"	MONDO_0006608	"10039793"	"50563003"
methylprednisolone	DB00959	Seborrheic dermatitis	C0036508		Approved			CHEBI_6888	"6902"	MONDO_0006608	"10039793"	"50563003"
cortisone acetate	DB01380	Seborrheic dermatitis	C0036508		Approved			CHEBI_3897	"21655"	MONDO_0006608	"10039793"	"50563003"
prednisolone	DB00860	Seborrheic dermatitis	C0036508		Approved			CHEBI_8378	"8638"	MONDO_0006608	"10039793"	"50563003"
ammonium lactate	DB06768	Seborrheic dermatitis	C0036508		Approved				"215247"	MONDO_0006608	"10039793"	"50563003"
mometasone furoate	DB14512	Seborrheic dermatitis	C0036508		Approved			CHEBI_47564	"30145"	MONDO_0006608	"10039793"	"50563003"
levomenthol	DB14123	Seborrheic dermatitis	C0036508		Approved			CHEBI_25187	"6750|1430390"	MONDO_0006608	"10039793"	"50563003"
mometasone furoate	DB00764	Seborrheic dermatitis	C0036508		Approved			CHEBI_6970		MONDO_0006608	"10039793"	"50563003"
levomenthol	DB00825	Seborrheic dermatitis	C0036508		Approved			CHEBI_15409	"236388|6750"	MONDO_0006608	"10039793"	"50563003"
triamcinolone	DB00620	Seborrheic dermatitis	C0036508		Approved			CHEBI_9667	"10759"	MONDO_0006608	"10039793"	"50563003"
allantoin	DB11100	Seborrheic dermatitis	C0036508		Approved			CHEBI_15676	"508"	MONDO_0006608	"10039793"	"50563003"
chloroxine	DB01243	Seborrheic dermatitis	C0036508		Approved			CHEBI_59477	"20875"	MONDO_0006608	"10039793"	"50563003"
fludroxycortide	DB00846	Seborrheic dermatitis	C0036508		Approved			CHEBI_5127	"4500"	MONDO_0006608	"10039793"	"50563003"
fexofenadine	DB00950	Sneezing	C0037383		Approved			CHEBI_5050	"87636"	HP:0025095	"10041232"	"162367006"
phenindamine	DB01619	Sneezing	C0037383		Approved			CHEBI_8065	"33283"	HP:0025095	"10041232"	"162367006"
diphenylpyraline	DB01146	Sneezing	C0037383		Approved			CHEBI_59788	"23386"	HP:0025095	"10041232"	"162367006"
desloratadine	DB00967	Sneezing	C0037383		Approved			CHEBI_291342	"275635"	HP:0025095	"10041232"	"162367006"
mepyramine	DB06691	Sneezing	C0037383		Approved			CHEBI_6762	"9009"	HP:0025095	"10041232"	"162367006"
cyproheptadine	DB00434	Sneezing	C0037383		Approved			CHEBI_4046	"3013"	HP:0025095	"10041232"	"162367006"
cyclizine	DB01176	Sneezing	C0037383		Approved			CHEBI_3994	"2977"	HP:0025095	"10041232"	"162367006"
antazoline	DB08799	Sneezing	C0037383		Approved			CHEBI_84115	"865"	HP:0025095	"10041232"	"162367006"
pheniramine	DB01620	Sneezing	C0037383		Approved			CHEBI_91591	"8132"	HP:0025095	"10041232"	"162367006"
loratadine	DB00455	Sneezing	C0037383		Approved			CHEBI_6538	"28889"	HP:0025095	"10041232"	"162367006"
phenylephrine	DB00388	Sneezing	C0037383		Approved			CHEBI_8093	"8163"	HP:0025095	"10041232"	"162367006"
astemizole	DB00637	Sneezing	C0037383		Approved			CHEBI_2896	"42328"	HP:0025095	"10041232"	"162367006"
methdilazine	DB00902	Sneezing	C0037383		Approved			CHEBI_6823	"29648"	HP:0025095	"10041232"	"162367006"
cetirizine	DB00341	Sneezing	C0037383		Approved			CHEBI_3561	"20610"	HP:0025095	"10041232"	"162367006"
doxylamine	DB00366	Sneezing	C0037383		Approved			CHEBI_51380	"3642"	HP:0025095	"10041232"	"162367006"
tripelennamine	DB00792	Sneezing	C0037383		Approved			CHEBI_9741	"10847"	HP:0025095	"10041232"	"162367006"
codeine	DB00318	Sneezing	C0037383		Approved			CHEBI_16714	"2670|1545976|235412"	HP:0025095	"10041232"	"162367006"
terfenadine	DB00342	Sneezing	C0037383		Approved			CHEBI_9453	"42330"	HP:0025095	"10041232"	"162367006"
tramazoline	DB13064	Sneezing	C0037383		Approved			CHEBI_134893	"38453"	HP:0025095	"10041232"	"162367006"
chlorcyclizine	DB08936	Sneezing	C0037383		Approved			CHEBI_94402	"2354"	HP:0025095	"10041232"	"162367006"
dextromethorphan	DB00514	Sneezing	C0037383		Approved			CHEBI_4470	"3289"	HP:0025095	"10041232"	"162367006"
chlorphenamine	DB01114	Sneezing	C0037383		Approved			CHEBI_52010	"221074|2400"	HP:0025095	"10041232"	"162367006"
azatadine	DB00719	Sneezing	C0037383		Approved			CHEBI_2946	"18600"	HP:0025095	"10041232"	"162367006"
clemastine	DB00283	Sneezing	C0037383		Approved			CHEBI_3738	"2578"	HP:0025095	"10041232"	"162367006"
alimemazine	DB01246	Sneezing	C0037383		Approved			CHEBI_9725	"10825"	HP:0025095	"10041232"	"162367006"
methapyrilene	DB04819	Sneezing	C0037383		Approved			CHEBI_6820	"6822"	HP:0025095	"10041232"	"162367006"
acrivastine	DB09488	Sneezing	C0037383		Approved			CHEBI_83168	"19959"	HP:0025095	"10041232"	"162367006"
promazine	DB00420	Sneezing	C0037383		Approved			CHEBI_8459	"8742"	HP:0025095	"10041232"	"162367006"
ephedrine	DB01364	Sneezing	C0037383		Approved			CHEBI_15407	"3966"	HP:0025095	"10041232"	"162367006"
quifenadine	DB13713	Sneezing	C0037383		Approved			CHEBI_134746		HP:0025095	"10041232"	"162367006"
phenylpropanolamine	DB00397	Sneezing	C0037383		Approved			CHEBI_80680	"8175"	HP:0025095	"10041232"	"162367006"
celecoxib	DB00482	Ankylosing spondylitis	C0038013		Approved			CHEBI_41423	"140587"		"10002556"	"9631008"
hydrocortisone succinate	DB00741	Ankylosing spondylitis	C0038013		Approved			CHEBI_17650	"5492"		"10002556"	"9631008"
sulindac	DB00605	Ankylosing spondylitis	C0038013		Approved			CHEBI_9352	"10237"		"10002556"	"9631008"
hydrocortisone succinate	DB14545	Ankylosing spondylitis	C0038013		Approved			CHEBI_31677	"21651"		"10002556"	"9631008"
betamethasone acetate	DB00443	Ankylosing spondylitis	C0038013		Approved			CHEBI_3077	"1514"		"10002556"	"9631008"
betamethasone	DB00443	Ankylosing spondylitis	C0038013		Approved			CHEBI_3077	"1514"		"10002556"	"9631008"
ixekizumab	DB11569	Ankylosing spondylitis	C0038013		Approved				"1745099"		"10002556"	"9631008"
hydrocortisone	DB00741	Ankylosing spondylitis	C0038013		Approved			CHEBI_17650	"5492"		"10002556"	"9631008"
indomethacin	DB00328	Ankylosing spondylitis	C0038013		Approved			CHEBI_49662	"5781"		"10002556"	"9631008"
azapropazone	DB07402	Ankylosing spondylitis	C0038013		Approved			CHEBI_38010	"1029"		"10002556"	"9631008"
dexamethasone	DB01234	Ankylosing spondylitis	C0038013		Approved			CHEBI_41879	"3264"		"10002556"	"9631008"
cortisone acetate	DB01380	Ankylosing spondylitis	C0038013		Approved			CHEBI_3897	"21655"		"10002556"	"9631008"
aceclofenac	DB06736	Ankylosing spondylitis	C0038013		Approved			CHEBI_31159	"16689"		"10002556"	"9631008"
etanercept	DB00005	Ankylosing spondylitis	C0038013		Approved			CHEBI_4875	"214555|2103480|2462511"		"10002556"	"9631008"
prednisone	DB00635	Ankylosing spondylitis	C0038013		Approved			CHEBI_8382	"8640"		"10002556"	"9631008"
infliximab	DB00065	Ankylosing spondylitis	C0038013		Approved				"1790539|1927283|191831|2266523|2103476"		"10002556"	"9631008"
certolizumab pegol	DB08904	Ankylosing spondylitis	C0038013		Approved				"709271"		"10002556"	"9631008"
golimumab	DB06674	Ankylosing spondylitis	C0038013		Approved				"819300"		"10002556"	"9631008"
methylprednisolone	DB00959	Ankylosing spondylitis	C0038013		Approved			CHEBI_6888	"6902"		"10002556"	"9631008"
acemetacin	DB13783	Ankylosing spondylitis	C0038013		Approved			CHEBI_31162	"16695"		"10002556"	"9631008"
hydrocortisone acetate	DB14539	Ankylosing spondylitis	C0038013		Approved			CHEBI_17609	"27197"		"10002556"	"9631008"
alclofenac	DB13167	Ankylosing spondylitis	C0038013		Approved			CHEBI_31183			"10002556"	"9631008"
secukinumab	DB09029	Ankylosing spondylitis	C0038013		Approved				"1599788"		"10002556"	"9631008"
naproxen	DB00788	Ankylosing spondylitis	C0038013		Approved			CHEBI_7476	"7258"		"10002556"	"9631008"
prednisolone	DB00860	Ankylosing spondylitis	C0038013		Approved			CHEBI_8378	"8638"		"10002556"	"9631008"
hydrocortisone acetate	DB00741	Ankylosing spondylitis	C0038013		Approved			CHEBI_17650	"5492"		"10002556"	"9631008"
triamcinolone	DB00620	Ankylosing spondylitis	C0038013		Approved			CHEBI_9667	"10759"		"10002556"	"9631008"
adalimumab	DB00051	Ankylosing spondylitis	C0038013		Approved				"2103479|2640402|2641642|2612153|2619155|2103477|327361"		"10002556"	"9631008"
diclofenac	DB00586	Ankylosing spondylitis	C0038013		Approved			CHEBI_47381	"3355"		"10002556"	"9631008"
triamcinolone acetonide	DB00620	Ankylosing spondylitis	C0038013		Approved			CHEBI_9667	"10759"		"10002556"	"9631008"
triamcinolone diacetate	DB00620	Ankylosing spondylitis	C0038013		Approved			CHEBI_9667	"10759"		"10002556"	"9631008"
sofalcone	DB05197	Gastric ulcer	C0038358		Approved			CHEBI_135732		MONDO_0001126	"10017822"	"397825006"
omeprazole	DB00338	Gastric ulcer	C0038358		Approved			CHEBI_77260	"7646"	MONDO_0001126	"10017822"	"397825006"
